,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
378,5605-1,9/3/2014,Odella Nelson,"523 King St,Newtown",Sydney,Small Business,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,1.92,3.26,1.34,31,101.06,0,0.0,101.06,1.86,102.92
379,5606-1,9/3/2014,Kean Thornton,65 Palmerston Street,Perth,Corporate,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,2.98,5.84,2.86,22,128.48,10,12.85,115.63,0.83,116.46
380,5607-1,9/4/2014,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,Corporate,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,23,130.64,1,1.31,129.33,3.6,132.93
381,5609-1,9/7/2014,Eugene Moren,14/76 Newcastle Street,Perth,Home Office,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,47,88.36,6,5.3,83.06,1.49,84.55
382,5609-2,9/7/2014,Eugene Moren,14/76 Newcastle Street,Perth,Home Office,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,39,110.76,8,8.86,101.9,0.93,102.83
383,5612-1,9/10/2014,Victoria Pisteka,8/2 Edward Street,Perth,Corporate,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,11.38,18.65,7.27,7,130.55,1,1.31,129.24,3.77,133.01
384,5613-1,9/11/2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,Home Office,Critical,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,15,22.2,3,0.67,21.53,0.7,22.23
385,5615-1,9/12/2014,Jack Garza,"2a/285A Crown St,Surry Hills",Sydney,Corporate,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,1.09,1.82,0.73,36,65.52,9,5.9,59.62,1.0,60.62
386,5616-1,9/12/2014,Gary Hansen,"273 George Street,Sydney",Sydney,Consumer,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,34,1181.84,3,35.46,1146.38,8.22,1154.6
387,5618-1,9/13/2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,Small Business,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,26,189.8,3,5.69,184.11,7.72,191.83
388,5619-1,9/17/2014,Bart Watters,"27/580 Hay Street, Perth",Sydney,Corporate,Critical,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,19,68.02,0,0.0,68.02,5.47,73.49
389,5621-1,9/21/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,Consumer,Medium,600 Series Non-Flip,Technology,19.78,45.99,26.21,23,1057.77,10,105.78,951.99,4.99,956.98
390,5621-2,9/21/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,Consumer,Medium,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,33,48.84,6,2.93,45.91,0.7,46.61
391,5625-1,9/23/2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,Corporate,High,DrawIt Colored Pencils,Office Supplies,4.37,9.11,4.74,48,437.28,6,26.24,411.04,2.25,413.29
392,5627-1,9/27/2014,Cindy Chapman,101 Murray Street,Perth,Corporate,Low,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,36,74.88,1,0.75,74.13,2.56,76.69
393,5629-1,9/28/2014,Charles McCrossin,"81 MacLeay St,Potts Point",Sydney,Corporate,High,Smiths Paper Clips,Office Supplies,1.53,2.47,0.94,49,121.03,3,3.63,117.4,1.02,118.42
394,5630-1,9/28/2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Home Office,High,Steady Liquid Accent Highlighters,Office Supplies,3.47,6.68,3.21,16,106.88,10,10.69,96.19,1.5,97.69
395,5631-1,9/29/2014,Christopher Martinez,32 Wellington Street,Perth,Small Business,Low,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,8,9.12,0,0.0,9.12,0.7,9.82
396,5633-1,10/1/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,High,Adesso Programmable 142-Key Keyboard,Technology,39.64,152.48,112.84,48,7319.04,4,292.76,7026.28,6.5,7032.78
397,5635-1,10/1/2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Not Specified,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,15,297.6,0,0.0,297.6,4.1,301.7
398,5637-1,10/2/2014,Carl Jackson,"6 Mary St,Newtown",Sydney,Home Office,High,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,30,110.7,9,9.96,100.74,0.5,101.24
399,5639-1,10/2/2014,Ritsa Hightower,22 St Georges Terrace,Perth,Corporate,High,Smiths Colored Bar Computer Paper,Office Supplies,21.97,35.44,13.47,29,1027.76,3,30.83,996.93,4.92,1001.85
400,5641-1,10/3/2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,Corporate,Not Specified,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,4,4.56,0,0.0,4.56,0.7,5.26
401,5643-1,10/4/2014,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Low,Artisan Non-Stick Binders,Office Supplies,2.74,4.49,1.75,44,197.56,3,5.93,191.63,1.49,193.12
402,5644-1,10/4/2014,Patrick OBrill,27/580 Hay Street,Perth,Home Office,Low,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,5,177.05,0,0.0,177.05,1.99,179.04
403,5645-1,10/6/2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,Consumer,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,46,141.68,4,5.67,136.01,0.99,137.0
404,5646-1,10/8/2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,Corporate,High,Aluminum Document Frame,Furniture,5.5,12.22,6.72,1,12.22,10,1.22,11.0,2.85,13.85
405,5647-1,10/9/2014,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Consumer,High,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,37,378.51,8,30.28,348.23,4.68,352.91
406,5648-1,10/10/2014,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,Corporate,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,1.19,1.98,0.79,38,75.24,5,3.76,71.48,4.77,76.25
407,5650-1,10/11/2014,Arthur Prichep,"14 Knebworth Avenue, Perth",Sydney,Home Office,Medium,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,43,853.12,3,25.59,827.53,4.1,831.63
408,5651-1,10/15/2014,Vicky Freymann,"501 George St,Sydney",Sydney,Home Office,Low,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,52.07,83.98,31.91,34,2855.32,6,171.32,2684.0,5.01,2689.01
409,5653-1,10/16/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Critical,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,36,144.0,1,1.44,142.56,1.3,143.86
410,5655-1,10/17/2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,Medium,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,11,142.78,8,11.42,131.36,3.14,134.5
411,5655-2,10/17/2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,Medium,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,19,76.0,1,0.76,75.24,1.3,76.54
412,5658-1,10/18/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Not Specified,Artisan 48 Labels,Office Supplies,3.84,6.3,2.46,8,50.4,1,0.5,49.9,0.5,50.4
413,5659-1,10/19/2014,Barry Franz,"65 Palmerston Street, Perth",Melbourne,Corporate,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,4,43.56,5,2.18,41.38,4.5,45.88
414,5661-1,10/20/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,Small Business,Not Specified,TechSavi Access Keyboard,Technology,8.31,15.98,7.67,38,607.24,10,60.72,546.52,6.5,553.02
415,5663-1,10/21/2014,Roger Demir,"2/86 Enmore Rd,Enmore",Sydney,Consumer,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,4.48,8.14,3.66,46,374.44,0,0.0,374.44,3.12,377.56
416,5665-1,10/21/2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,8,95.76,3,2.87,92.89,5.81,98.7
417,5667-1,10/22/2014,Kelly Collister,"499-501 Lygon Street,Carlton North",Melbourne,Consumer,High,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,22,118.8,10,11.88,106.92,7.78,114.7
418,5669-1,10/23/2014,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,Corporate,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,8.92,29.74,20.82,19,565.06,10,56.51,508.55,6.64,515.19
419,5670-1,10/26/2014,Catherine Glotzbach,"188 Pitt Street,Sydney",Sydney,Home Office,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,19,113.62,1,1.14,112.48,1.49,113.97
420,5671-1,10/27/2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,Consumer,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,2.16,3.85,1.69,10,38.5,6,2.31,36.19,0.7,36.89
421,5672-1,10/28/2014,Eugene Moren,14/76 Newcastle Street,Perth,Home Office,Medium,TechSavi Cordless Keyboard,Technology,17.84,34.99,17.15,29,1014.71,9,91.32,923.39,5.5,928.89
422,5674-1,10/29/2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,Corporate,High,Smiths SlimLine Pencil Sharpener,Office Supplies,4.79,11.97,7.18,23,275.31,1,2.75,272.56,5.81,278.37
423,5676-1,11/1/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,Small Business,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,52.07,83.98,31.91,24,2015.52,5,100.78,1914.74,5.01,1919.75
424,5677-1,11/2/2014,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,Home Office,High,Security-Tint Envelopes,Office Supplies,4.89,7.64,2.75,12,91.68,2,1.83,89.85,1.39,91.24
425,5679-1,11/3/2014,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,Consumer,Low,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,32,128.0,9,11.52,116.48,1.3,117.78
426,5680-1,11/3/2014,Becky Castell,"27/580 Hay Street, Perth",Sydney,Consumer,Medium,TechSavi Internet Navigator Keyboard,Technology,6.51,30.98,24.47,12,371.76,0,0.0,371.76,6.5,378.26
427,5681-1,11/7/2014,Ritsa Hightower,22 St Georges Terrace,Perth,Corporate,Medium,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,41,24599.59,7,1721.97,22877.62,24.49,22902.11
428,5682-1,11/10/2014,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,Home Office,High,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,20,11999.8,7,839.99,11159.81,24.49,11184.3
429,5684-1,11/11/2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,Home Office,Critical,Smiths Pushpins,Office Supplies,0.94,1.88,0.94,36,67.68,10,6.77,60.91,0.79,61.7
430,5685-1,11/16/2014,Julia Dunbar,3/265 Stirling Street,Perth,Consumer,Not Specified,300 Series Non-Flip,Technology,62.4,155.99,93.59,6,935.94,2,18.72,917.22,8.08,925.3
431,5686-1,11/16/2014,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,Consumer,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,8,87.12,9,7.84,79.28,4.5,83.78
432,5687-1,11/17/2014,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,Corporate,High,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,28,41.44,4,1.66,39.78,0.7,40.48
433,5689-1,11/18/2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,12,34.08,10,3.41,30.67,0.93,31.6
434,5690-1,11/19/2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,Corporate,Medium,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,46,7599.2,2,151.98,7447.22,19.99,7467.21
435,5692-1,11/21/2014,Harold Ryan,"4A Lyons St,Strathfield",Sydney,Home Office,Medium,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,29,4421.92,9,397.97,4023.95,4.0,4027.95
436,5693-1,11/22/2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,Home Office,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,10,223.8,1,2.24,221.56,15.1,236.66
437,5695-1,11/22/2014,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,Consumer,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,39,110.76,5,5.54,105.22,0.93,106.15
438,5696-1,11/23/2014,Nicole Hansen,"184 King Street,Newtown",Sydney,Small Business,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,8.92,29.74,20.82,34,1011.16,9,91.0,920.16,6.64,926.8
439,5698-1,11/23/2014,Giulietta Dortch,"180 High Street,Windsor",Melbourne,Consumer,Low,Cando PC940 Copier,Technology,278.99,449.99,171.0,34,15299.66,2,305.99,14993.67,49.0,15042.67
440,5699-1,11/26/2014,Maurice Satty,"188 Pitt Street,Sydney",Sydney,Corporate,High,TechSavi Access Keyboard,Technology,8.31,15.98,7.67,5,79.9,8,6.39,73.51,6.5,80.01
441,5701-1,11/30/2014,Lena Creighton,"127 Liverpool St,Sydney",Sydney,Home Office,High,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,9,46.62,9,4.2,42.42,2.04,44.46
442,5702-1,12/1/2014,Ritsa Hightower,22 St Georges Terrace,Perth,Corporate,Low,Fluorescent Highlighters by DrawIt,Office Supplies,1.95,3.98,2.03,4,15.92,2,0.32,15.6,0.83,16.43
443,5703-1,12/1/2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,Small Business,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,47,1925.59,4,77.02,1848.57,8.99,1857.56
444,5705-1,12/4/2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,Home Office,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,8,278.08,7,19.47,258.61,8.22,266.83
445,5706-1,12/5/2014,Janet Martin,"24 Addison Rd,Marrickville",Sydney,Corporate,Medium,Colored Envelopes,Office Supplies,2.25,3.69,1.44,41,151.29,8,12.1,139.19,2.5,141.69
446,5708-1,12/6/2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,Consumer,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,1.82,2.84,1.02,21,59.64,1,0.6,59.04,5.44,64.48
447,5710-1,12/8/2014,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,Small Business,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,178.83,415.88,237.05,4,1663.52,3,49.91,1613.61,11.37,1624.98
448,5711-1,12/9/2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,Consumer,Medium,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,48,959.04,1,9.59,949.45,5.77,955.22
449,5712-1,12/10/2014,Bart Watters,"27/580 Hay Street, Perth",Sydney,Corporate,Not Specified,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,46,470.58,1,4.71,465.87,4.68,470.55
450,5713-1,12/10/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,Corporate,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,11,89.32,6,5.36,83.96,2.83,86.79
451,5715-1,12/13/2014,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,Corporate,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,36,262.08,5,13.1,248.98,11.15,260.13
452,5717-1,12/16/2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,Corporate,Medium,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,23,80.96,7,5.67,75.29,6.83,82.12
453,5718-1,12/22/2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,Corporate,Medium,Colored Push Pins,Office Supplies,0.92,1.81,0.89,48,86.88,10,8.69,78.19,1.56,79.75
454,5719-1,12/25/2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,Consumer,Medium,Cando PC940 Copier,Technology,216.0,449.99,233.99,10,4499.9,1,45.0,4454.9,24.49,4479.39
455,5720-1,12/26/2014,Arthur Gainer,"14/76 Newcastle Street, Perth",Melbourne,Consumer,High,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,37,96.94,1,0.97,95.97,0.8,96.77
456,5721-1,12/26/2014,Greg Guthrie,"523 King St,Newtown",Sydney,Small Business,High,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,42,238.56,5,11.93,226.63,1.39,228.02
457,5722-1,12/27/2014,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,Small Business,Critical,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,37,96.57,9,8.69,87.88,0.5,88.38
458,5724-1,12/27/2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Small Business,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,10,347.6,3,10.43,337.17,8.22,345.39
459,5724-2,12/27/2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Small Business,High,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,41,154.98,2,3.1,151.88,0.71,152.59
460,5728-1,12/28/2014,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,High,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,7.13,20.98,13.85,47,986.06,1,9.86,976.2,5.42,981.62
461,5730-1,12/28/2014,Tim Taslimi,"188 Pitt Street,Sydney",Sydney,Corporate,Not Specified,Desktop 3-Pocket Hot File,Office Supplies,22.18,54.1,31.92,5,270.5,4,10.82,259.68,19.99,279.67
462,5731-1,12/30/2014,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,Small Business,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,1.82,2.84,1.02,27,76.68,3,2.3,74.38,5.44,79.82
463,5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Not Specified,Apex Design Stainless Steel Bent Scissors,Office Supplies,2.87,6.84,3.97,35,239.4,1,2.39,237.01,4.42,241.43
464,5734-1,1/2/2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,Corporate,Low,600 Series Non-Flip,Technology,19.78,45.99,26.21,50,2299.5,0,0.0,2299.5,4.99,2304.49
465,5736-1,1/2/2015,Dave Hallsten,"1 John St,Waterloo",Sydney,Home Office,Medium,Col-Erase Pencils with Erasers,Office Supplies,2.68,6.08,3.4,30,182.4,4,7.3,175.1,1.17,176.27
466,5737-1,1/7/2015,Barry Franz,"65 Palmerston Street, Perth",Melbourne,Corporate,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,48,412.8,2,8.26,404.54,6.19,410.73
467,5738-1,1/7/2015,Sarah Brown,"10 O'Connell St,Sydney",Sydney,Consumer,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,37,402.93,0,0.0,402.93,4.5,407.43
468,5740-1,1/9/2015,Katrina Willman,"120 Hardware St,Melbourne",Melbourne,Consumer,High,Assorted Color Push Pins,Office Supplies,0.87,1.81,0.94,9,16.29,9,1.47,14.82,0.75,15.57
469,5741-1,1/10/2015,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,Home Office,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,50,1119.0,7,78.33,1040.67,15.1,1055.77
470,5742-1,1/10/2015,Joy Smith,"221 Barkly St,St Kilda",Melbourne,Consumer,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,21,59.64,0,0.0,59.64,0.93,60.57
471,5743-1,1/11/2015,Katherine Nockton,"Crown Complex,Southbank",Melbourne,Corporate,Not Specified,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,1,35.41,0,0.0,35.41,1.99,37.4
472,5745-1,1/11/2015,Troy Blackwell,"3/219 Canley Vale Road,Canley Heights",Sydney,Home Office,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,23,48.3,6,2.9,45.4,0.7,46.1
473,5747-1,1/12/2015,Jim Sink,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Not Specified,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,18,102.24,6,6.13,96.11,1.39,97.5
474,5749-1,1/12/2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,Consumer,Critical,Wirebound Voice Message Log Book,Office Supplies,2.9,4.76,1.86,42,199.92,7,13.99,185.93,0.88,186.81
475,5750-1,1/13/2015,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,Consumer,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,2.87,6.84,3.97,26,177.84,8,14.23,163.61,4.42,168.03
476,5752-1,1/13/2015,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,Home Office,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,34,71.4,2,1.43,69.97,0.7,70.67
477,5754-1,1/14/2015,Maya Herman,"273 George Street,Sydney",Sydney,Corporate,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,39,872.82,7,61.1,811.72,15.1,826.82
478,5755-1,1/15/2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,Corporate,Critical,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,27,77.76,6,4.67,73.09,0.99,74.08
479,5757-1,1/16/2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,High,Emerson Stylus 1520 Color Inkjet Printer,Technology,315.61,500.97,185.36,37,18535.89,0,0.0,18535.89,69.3,18605.19
480,5760-1,1/17/2015,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,Home Office,Medium,Multimedia Mailers,Office Supplies,99.39,162.93,63.54,48,7820.64,4,312.83,7507.81,19.99,7527.8
481,5762-1,1/20/2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Consumer,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,4.48,8.14,3.66,23,187.22,7,13.11,174.11,3.12,177.23
482,5762-2,1/20/2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Consumer,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,33,62.04,5,3.1,58.94,1.49,60.43
483,5766-1,1/21/2015,Jennifer Braxton,"523 King St,Newtown",Sydney,Small Business,High,Colored Envelopes,Office Supplies,2.25,3.69,1.44,13,47.97,5,2.4,45.57,2.5,48.07
484,5768-1,1/22/2015,Bill Donatelli,"8 Orange Street, Perth",Perth,Corporate,Critical,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,3,62.97,1,0.63,62.34,4.81,67.15
485,5768-2,1/22/2015,Bill Donatelli,"8 Orange Street, Perth",Perth,Corporate,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,42,939.96,7,65.8,874.16,15.1,889.26
486,5768-2,1/22/2015,Bill Donatelli,"8 Orange Street, Perth",Perth,Corporate,Critical,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,45,899.1,6,53.95,845.15,4.0,849.15
487,5773-1,1/23/2015,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Consumer,Not Specified,"Message Book, One Form per Page",Office Supplies,2.41,3.71,1.3,14,51.94,9,4.67,47.27,1.93,49.2
488,5775-1,1/26/2015,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Not Specified,OIC Thumb-Tacks,Office Supplies,0.71,1.14,0.43,42,47.88,6,2.87,45.01,0.7,45.71
489,5777-1,1/28/2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Small Business,Medium,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,4,14.76,1,0.15,14.61,0.5,15.11
490,5778-1,1/30/2015,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,Corporate,Not Specified,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,21,3202.08,3,96.06,3106.02,4.0,3110.02
491,5779-1,1/31/2015,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,High,Cando PC940 Copier,Technology,278.99,449.99,171.0,25,11249.75,1,112.5,11137.25,49.0,11186.25
492,5781-1,2/1/2015,Cari Schnelling,"273 George Street,Sydney",Sydney,Home Office,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,2,273.96,8,21.92,252.04,24.49,276.53
